stops_0;depart_airport_1;download_date;day_week_0;duration_0;number_destinations;link;airlines;depart_time_0;arrival_time_0;depart_time_1;depart_airport_0;stops_1;arrival_time_1;arrival_airport_0;date_1;number_stops_0;day_week_1;number_stops_1;arrival_airport_1;date_0;duration_1;price;currency
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;Ryanair / TAP AIR PORTUGAL;9:25;12:00;18:35;CIA;LIS;23:40;MAD;25-12;0;lun;1;FCO;22-12;5.1;125;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;Ryanair / TAP AIR PORTUGAL;16:35;19:10;18:35;CIA;LIS;23:40;MAD;25-12;0;lun;1;FCO;22-12;5.1;134;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;Ryanair / TAP AIR PORTUGAL;20:50;23:25;18:35;CIA;LIS;23:40;MAD;25-12;0;lun;1;FCO;22-12;5.1;134;€
LIS;MAD;weekend;vie;6.1;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;TAP AIR PORTUGAL;11:45;17:50;18:35;FCO;LIS;23:40;MAD;25-12;1;lun;1;FCO;22-12;5.1;138;€
LIS;MAD;weekend;vie;6.1;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;TAP AIR PORTUGAL;11:45;17:50;16:40;FCO;LIS;23:40;MAD;25-12;1;lun;1;FCO;22-12;7;138;€
LIS;MAD;weekend;vie;11.2;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;TAP AIR PORTUGAL;11:45;23:00;18:35;FCO;LIS;23:40;MAD;25-12;1;lun;1;FCO;22-12;5.1;138;€
LIS;MAD;weekend;vie;6.1;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;TAP AIR PORTUGAL;11:45;17:50;12:15;FCO;LIS;23:40;MAD;25-12;1;lun;1;FCO;22-12;11.4;138;€
LIS;MAD;weekend;vie;11.2;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;TAP AIR PORTUGAL;11:45;23:00;16:40;FCO;LIS;23:40;MAD;25-12;1;lun;1;FCO;22-12;7;138;€
LIS;MAD;weekend;vie;6.1;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;TAP AIR PORTUGAL  - Portugalia opera el vuel;11:45;17:50;10:05;FCO;LIS;23:40;MAD;25-12;1;lun;1;FCO;22-12;13.6;138;€
LIS;MAD;weekend;vie;11.2;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;TAP AIR PORTUGAL;11:45;23:00;12:15;FCO;LIS;23:40;MAD;25-12;1;lun;1;FCO;22-12;11.4;138;€
LIS;MAD;weekend;vie;11.2;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;TAP AIR PORTUGAL  - Portugalia opera el vuel;11:45;23:00;10:05;FCO;LIS;23:40;MAD;25-12;1;lun;1;FCO;22-12;13.6;138;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;Vueling / TAP AIR PORTUGAL;19:45;22:20;18:35;FCO;LIS;23:40;MAD;25-12;0;lun;1;FCO;22-12;5.1;143;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;Vueling / TAP AIR PORTUGAL;19:45;22:20;16:40;FCO;LIS;23:40;MAD;25-12;0;lun;1;FCO;22-12;7;143;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;Vueling / TAP AIR PORTUGAL;19:45;22:20;12:15;FCO;LIS;23:40;MAD;25-12;0;lun;1;FCO;22-12;11.4;143;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;Vueling / TAP AIR PORTUGAL  - Portugalia opera el vuel;19:45;22:20;10:05;FCO;LIS;23:40;MAD;25-12;0;lun;1;FCO;22-12;13.6;143;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;Vueling;19:45;22:20;16:35;FCO;;19:00;MAD;25-12;0;lun;0;FCO;22-12;2.4;145;€
LIS;MAD;weekend;vie;6.1;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;TAP AIR PORTUGAL;11:45;17:50;18:35;FCO;LIS;10:55;MAD;25-12;1;lun;1;FCO;22-12;16.3;150;€
LIS;MAD;weekend;vie;11.2;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;TAP AIR PORTUGAL;11:45;23:00;18:35;FCO;LIS;10:55;MAD;25-12;1;lun;1;FCO;22-12;16.3;150;€
LIS;MAD;weekend;vie;8.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;TAP AIR PORTUGAL;11:45;20:20;18:35;FCO;LIS;23:40;MAD;25-12;1;lun;1;FCO;22-12;5.1;152;€
LIS;MAD;weekend;vie;8.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-22/2017-12-25;TAP AIR PORTUGAL;11:45;20:20;16:40;FCO;LIS;23:40;MAD;25-12;1;lun;1;FCO;22-12;7;152;€
